state;action_reward;n_state
2115&4|3861&2|589&5|1552&3|2948&3|3361&3|3578&4|1213&5|1370&3|524&3|2427&3|3753&5;788&3|587&4|2918&4|3898&2|2167&3|1222&4|3638&3|3301&3|1663&4|1270&4;2115&4|3861&2|589&5|1552&3|2948&3|3361&3|3578&4|1213&5|1370&3|524&3|2427&3|3753&5|788&3|587&4|2918&4|3898&2|2167&3|1222&4|3638&3|3301&3|1663&4|1270&4
1251&3|1197&4|969&4|1199&3|36&4|2067&4|1282&5|377&4|3350&3|914&5|2858&3|2716&3;3655&3|2243&3|1304&4|2532&1|58&4|3655&3|953&5|2243&3|1226&4|608&4;1251&3|1197&4|969&4|1199&3|36&4|2067&4|1282&5|377&4|3350&3|914&5|2858&3|2716&3|3655&3|2243&3|1304&4|2532&1|58&4|3655&3|953&5|2243&3|1226&4|608&4
3114&4|2321&3|2716&4|1966&2|1259&3|3068&3|1186&4|1250&5|3499&3|2692&5|2791&4|3623&4;2080&4|3543&4|2125&3|1797&3|2125&3|1797&3|1198&5|2329&4|1127&4|1219&4;3114&4|2321&3|2716&4|1966&2|1259&3|3068&3|1186&4|1250&5|3499&3|2692&5|2791&4|3623&4|2080&4|3543&4|2125&3|1797&3|2125&3|1797&3|1198&5|2329&4|1127&4|1219&4
2944&5|1333&5|2858&5|599&5|1189&5|382&4|3114&5|3366&4|1265&4|599&5|1276&5|2966&5;899&5|3873&5|3494&5|1250&5|3487&5|922&4|260&4|1198&5|3873&5|593&5;2944&5|1333&5|2858&5|599&5|1189&5|382&4|3114&5|3366&4|1265&4|599&5|1276&5|2966&5|899&5|3873&5|3494&5|1250&5|3487&5|922&4|260&4|1198&5|3873&5|593&5
1219&2|3101&4|2902&1|196&3|2078&4|2790&3|3114&3|2448&2|2644&3|3101&4|2761&4|588&5;1013&4|2059&4|2&5|2089&4|1013&4|1013&4|2082&3|1030&4|317&4|2054&4;1219&2|3101&4|2902&1|196&3|2078&4|2790&3|3114&3|2448&2|2644&3|3101&4|2761&4|588&5|1013&4|2059&4|2&5|2089&4|1013&4|1013&4|2082&3|1030&4|317&4|2054&4
1080&4|3363&3|913&3|1089&3|3543&4|1223&3|1394&5|2396&4|745&5|2396&4|2726&4|318&4;608&5|1189&4|1208&4|2599&4|2599&4|3266&4|1208&4|1189&4|162&5|2599&4;1080&4|3363&3|913&3|1089&3|3543&4|1223&3|1394&5|2396&4|745&5|2396&4|2726&4|318&4|608&5|1189&4|1208&4|2599&4|2599&4|3266&4|1208&4|1189&4|162&5|2599&4
921&4|1084&3|1219&3|515&2|858&4|1104&5|1234&5|1262&3|3007&4|1204&3|908&5|2919&4;1287&3|1393&4|2819&5|2206&4|300&4|2268&4|2268&4|412&3|3421&3|150&3;921&4|1084&3|1219&3|515&2|858&4|1104&5|1234&5|1262&3|3007&4|1204&3|908&5|2919&4|1287&3|1393&4|2819&5|2206&4|300&4|2268&4|2268&4|412&3|3421&3|150&3
2848&5|3018&3|3018&3|864&4|2848&5|971&4|913&5|2965&1|3415&5|922&5|3793&3|922&5;343&1|3241&5|3598&3|3623&2|3578&4|3241&5|3503&5|2351&5|3623&2|1260&5;2848&5|3018&3|3018&3|864&4|2848&5|971&4|913&5|2965&1|3415&5|922&5|3793&3|922&5|343&1|3241&5|3598&3|3623&2|3578&4|3241&5|3503&5|2351&5|3623&2|1260&5
1394&4|2746&3|3685&5|2141&3|2150&3|1958&3|1197&4|1784&4|2469&4|1395&4|3685&5|2141&3;1956&4|2371&2|1097&4|1956&4|3169&3|1302&4|1259&4|1097&4|1968&4|1246&4;1394&4|2746&3|3685&5|2141&3|2150&3|1958&3|1197&4|1784&4|2469&4|1395&4|3685&5|2141&3|1956&4|2371&2|1097&4|1956&4|3169&3|1302&4|1259&4|1097&4|1968&4|1246&4
858&5|2275&4|2033&4|1274&3|2529&2|1291&4|1275&4|2872&5|2944&3|377&2|1210&4|3213&4;1601&2|1377&3|3479&4|940&5|1601&2|1748&4|1617&5|1377&3|1377&3|1562&1;858&5|2275&4|2033&4|1274&3|2529&2|1291&4|1275&4|2872&5|2944&3|377&2|1210&4|3213&4|1601&2|1377&3|3479&4|940&5|1601&2|1748&4|1617&5|1377&3|1377&3|1562&1
1544&1|227&1|1442&1|3114&2|2377&1|1396&3|50&4|3147&3|2065&1|2268&3|1465&1|541&4;2367&1|1487&1|2456&3|382&1|1113&1|370&1|3081&1|437&1|3247&1|2505&1;1544&1|227&1|1442&1|3114&2|2377&1|1396&3|50&4|3147&3|2065&1|2268&3|1465&1|541&4|2367&1|1487&1|2456&3|382&1|1113&1|370&1|3081&1|437&1|3247&1|2505&1
1394&4|2406&4|2716&2|1260&3|527&5|1252&4|1262&5|349&4|2303&3|480&4|527&5|903&4;3386&3|745&5|745&5|1625&4|3545&2|745&5|599&4|745&5|1230&5|599&4;1394&4|2406&4|2716&2|1260&3|527&5|1252&4|1262&5|349&4|2303&3|480&4|527&5|903&4|3386&3|745&5|745&5|1625&4|3545&2|745&5|599&4|745&5|1230&5|599&4
517&4|3147&5|260&5|1617&4|2088&2|3147&5|517&4|1617&4|2734&3|1237&3|1625&4|1350&4;1092&4|1909&4|3476&3|3476&3|3044&5|3476&3|3476&3|1909&4|3044&5|1909&4;517&4|3147&5|260&5|1617&4|2088&2|3147&5|517&4|1617&4|2734&3|1237&3|1625&4|1350&4|1092&4|1909&4|3476&3|3476&3|3044&5|3476&3|3476&3|1909&4|3044&5|1909&4
1104&4|912&5|3471&2|908&5|858&5|3596&1|105&2|3160&5|908&5|111&5|1264&4|3593&1;3114&4|1251&5|3435&4|913&4|2692&5|3114&4|913&4|3435&4|587&2|587&2;1104&4|912&5|3471&2|908&5|858&5|3596&1|105&2|3160&5|908&5|111&5|1264&4|3593&1|3114&4|1251&5|3435&4|913&4|2692&5|3114&4|913&4|3435&4|587&2|587&2
1927&3|1267&5|1617&4|2340&3|1927&3|1265&3|2019&4|1265&3|1094&5|3105&5|1212&4|1927&3;1357&4|3723&4|1357&4|2359&4|1357&4|265&4|2321&3|2321&3|3723&4|2321&3;1927&3|1267&5|1617&4|2340&3|1927&3|1265&3|2019&4|1265&3|1094&5|3105&5|1212&4|1927&3|1357&4|3723&4|1357&4|2359&4|1357&4|265&4|2321&3|2321&3|3723&4|2321&3
1952&3|2115&3|1179&3|923&5|2951&4|1387&3|2334&1|3735&3|3359&3|1193&5|1376&2|1240&4;1954&4|1186&4|3019&2|34&4|2966&2|1104&5|1263&5|110&2|1208&5|1263&5;1952&3|2115&3|1179&3|923&5|2951&4|1387&3|2334&1|3735&3|3359&3|1193&5|1376&2|1240&4|1954&4|1186&4|3019&2|34&4|2966&2|1104&5|1263&5|110&2|1208&5|1263&5
1954&2|1584&4|2336&4|2716&4|1888&2|923&2|589&4|1639&3|2572&2|1265&3|2676&4|1027&4;2696&4|1198&5|1897&3|225&3|2155&3|2696&4|2908&4|2628&3|2628&3|315&2;1954&2|1584&4|2336&4|2716&4|1888&2|923&2|589&4|1639&3|2572&2|1265&3|2676&4|1027&4|2696&4|1198&5|1897&3|225&3|2155&3|2696&4|2908&4|2628&3|2628&3|315&2
3897&4|1132&4|2348&3|3019&4|2599&3|1041&4|34&4|2858&5|3068&4|3571&2|2919&3|3298&3;3534&2|3317&4|3753&3|3785&3|3317&4|3785&3|3328&3|3189&4|3317&4|3831&4;3897&4|1132&4|2348&3|3019&4|2599&3|1041&4|34&4|2858&5|3068&4|3571&2|2919&3|3298&3|3534&2|3317&4|3753&3|3785&3|3317&4|3785&3|3328&3|3189&4|3317&4|3831&4
912&2|555&4|2571&4|223&4|1916&3|592&4|1210&2|2571&4|555&4|3418&3|1912&5|592&4;353&4|353&4|1429&3|198&4|1573&4|2353&3|1573&4|3256&2|377&3|198&4;912&2|555&4|2571&4|223&4|1916&3|592&4|1210&2|2571&4|555&4|3418&3|1912&5|592&4|353&4|353&4|1429&3|198&4|1573&4|2353&3|1573&4|3256&2|377&3|198&4
535&5|3424&4|3006&4|3863&3|2028&4|3006&4|1673&5|800&4|535&5|608&5|3863&3|3893&5;2686&4|1358&5|2427&5|2427&5|1358&5|2427&5|1358&5|1729&4|778&4|2427&5;535&5|3424&4|3006&4|3863&3|2028&4|3006&4|1673&5|800&4|535&5|608&5|3863&3|3893&5|2686&4|1358&5|2427&5|2427&5|1358&5|2427&5|1358&5|1729&4|778&4|2427&5
1726&1|3421&5|1148&4|535&3|912&5|349&3|509&2|593&5|246&4|1909&4|1965&5|858&5;1488&3|1754&3|214&5|2273&5|2617&2|2126&2|2701&2|1573&5|780&4|42&3;1726&1|3421&5|1148&4|535&3|912&5|349&3|509&2|593&5|246&4|1909&4|1965&5|858&5|1488&3|1754&3|214&5|2273&5|2617&2|2126&2|2701&2|1573&5|780&4|42&3
2414&3|2321&3|356&5|442&3|1909&4|110&5|2549&3|1876&4|1544&3|2889&4|356&5|3793&4;21&4|1500&5|21&4|1214&4|3052&4|2700&4|2395&5|1883&4|180&5|3253&5;2414&3|2321&3|356&5|442&3|1909&4|110&5|2549&3|1876&4|1544&3|2889&4|356&5|3793&4|21&4|1500&5|21&4|1214&4|3052&4|2700&4|2395&5|1883&4|180&5|3253&5
750&5|541&5|3438&5|2896&3|750&5|2654&5|2140&3|599&5|3365&5|2&3|266&5|2&3;913&5|2147&4|2490&5|3219&3|2147&4|2828&3|3113&5|1623&3|2013&3|2683&1;750&5|541&5|3438&5|2896&3|750&5|2654&5|2140&3|599&5|3365&5|2&3|266&5|2&3|913&5|2147&4|2490&5|3219&3|2147&4|2828&3|3113&5|1623&3|2013&3|2683&1
1129&3|3793&3|1196&4|260&5|1306&5|1206&4|1584&4|2402&2|2807&1|1584&4|1274&4|2288&4;1391&2|3704&4|1580&3|1391&2|1391&2|1676&4|1580&3|1653&4|1909&4|1653&4;1129&3|3793&3|1196&4|260&5|1306&5|1206&4|1584&4|2402&2|2807&1|1584&4|1274&4|2288&4|1391&2|3704&4|1580&3|1391&2|1391&2|1676&4|1580&3|1653&4|1909&4|1653&4
543&3|2671&5|1197&4|1367&5|356&4|2424&4|2724&4|356&4|587&4|3528&4|2424&4|1097&5;3269&4|2950&4|2497&5|2497&5|3436&4|3269&4|3269&4|2950&4|1101&5|3436&4;543&3|2671&5|1197&4|1367&5|356&4|2424&4|2724&4|356&4|587&4|3528&4|2424&4|1097&5|3269&4|2950&4|2497&5|2497&5|3436&4|3269&4|3269&4|2950&4|1101&5|3436&4
3063&3|253&4|3499&5|922&4|1645&3|2660&2|920&5|589&4|2651&2|1345&2|1327&5|2513&4;34&2|2795&5|906&5|2795&5|1&5|2795&5|904&4|34&2|3362&4|1127&3;3063&3|253&4|3499&5|922&4|1645&3|2660&2|920&5|589&4|2651&2|1345&2|1327&5|2513&4|34&2|2795&5|906&5|2795&5|1&5|2795&5|904&4|34&2|3362&4|1127&3
1270&5|1863&5|434&4|2640&5|1721&5|356&4|1721&5|1240&4|2942&4|1262&4|434&4|1198&4;3703&1|1214&4|2763&3|3702&1|3702&1|1214&4|3259&5|3259&5|3702&1|1214&4;1270&5|1863&5|434&4|2640&5|1721&5|356&4|1721&5|1240&4|2942&4|1262&4|434&4|1198&4|3703&1|1214&4|2763&3|3702&1|3702&1|1214&4|3259&5|3259&5|3702&1|1214&4
2728&4|593&3|593&3|926&5|3175&3|2995&1|1248&5|922&4|2158&4|3624&3|3019&4|1211&4;3429&5|745&4|3114&3|1223&4|745&4|3435&5|1748&3|541&4|3751&3|3334&4;2728&4|593&3|593&3|926&5|3175&3|2995&1|1248&5|922&4|2158&4|3624&3|3019&4|1211&4|3429&5|745&4|3114&3|1223&4|745&4|3435&5|1748&3|541&4|3751&3|3334&4
2013&3|2706&4|2959&3|2712&1|2716&3|2699&1|2805&2|2881&2|1959&4|2598&2|2598&2|2599&5;3157&2|3793&4|3157&2|3157&2|3176&5|2762&5|43&2|2396&5|2395&2|3114&5;2013&3|2706&4|2959&3|2712&1|2716&3|2699&1|2805&2|2881&2|1959&4|2598&2|2598&2|2599&5|3157&2|3793&4|3157&2|3157&2|3176&5|2762&5|43&2|2396&5|2395&2|3114&5
3785&4|3755&3|648&4|3785&4|1831&3|480&5|3717&4|1250&4|1250&4|1250&4|648&4|3285&4;2712&3|2959&3|223&4|2712&3|3408&4|1093&4|3408&4|2605&4|2712&3|223&4;3785&4|3755&3|648&4|3785&4|1831&3|480&5|3717&4|1250&4|1250&4|1250&4|648&4|3285&4|2712&3|2959&3|223&4|2712&3|3408&4|1093&4|3408&4|2605&4|2712&3|223&4
2657&3|3437&1|1404&3|1227&4|277&2|3039&4|1135&3|1616&3|628&4|322&3|3578&4|471&2;3755&4|442&2|3481&3|198&3|3752&3|2976&4|2956&3|1556&1|3102&3|2433&5;2657&3|3437&1|1404&3|1227&4|277&2|3039&4|1135&3|1616&3|628&4|322&3|3578&4|471&2|3755&4|442&2|3481&3|198&3|3752&3|2976&4|2956&3|1556&1|3102&3|2433&5
293&2|1263&5|3578&1|293&2|1732&3|1875&3|3816&4|608&4|1875&3|1641&4|1079&4|1265&4;597&1|3671&4|1284&4|1276&5|2763&2|10&2|3852&5|2353&1|1513&3|2683&2;293&2|1263&5|3578&1|293&2|1732&3|1875&3|3816&4|608&4|1875&3|1641&4|1079&4|1265&4|597&1|3671&4|1284&4|1276&5|2763&2|10&2|3852&5|2353&1|1513&3|2683&2
2643&2|2081&5|265&5|1101&5|2081&5|2428&4|2450&4|2710&5|47&5|1377&4|648&4|2797&4;1921&4|3896&3|2011&4|1544&4|2506&5|1393&5|3513&3|2628&4|3897&4|2011&4;2643&2|2081&5|265&5|1101&5|2081&5|2428&4|2450&4|2710&5|47&5|1377&4|648&4|2797&4|1921&4|3896&3|2011&4|1544&4|2506&5|1393&5|3513&3|2628&4|3897&4|2011&4
1240&5|2991&5|2248&4|1124&5|2406&5|3448&5|2716&5|3100&5|3005&4|551&5|2289&4|733&4;3155&4|2009&5|3527&5|2745&5|163&2|2734&4|1028&5|2617&3|2078&5|3707&5;1240&5|2991&5|2248&4|1124&5|2406&5|3448&5|2716&5|3100&5|3005&4|551&5|2289&4|733&4|3155&4|2009&5|3527&5|2745&5|163&2|2734&4|1028&5|2617&3|2078&5|3707&5
3408&4|3363&5|1834&5|3753&4|2867&3|2352&3|2959&4|2908&3|1834&5|1393&5|3608&3|2324&5;2734&4|2435&3|1183&4|194&3|454&5|2231&4|1653&4|391&3|2424&3|391&3;3408&4|3363&5|1834&5|3753&4|2867&3|2352&3|2959&4|2908&3|1834&5|1393&5|3608&3|2324&5|2734&4|2435&3|1183&4|194&3|454&5|2231&4|1653&4|391&3|2424&3|391&3
2682&4|1213&5|1222&5|1597&4|2871&4|2881&3|1183&4|2682&4|3052&3|1748&5|1597&4|1245&4;952&4|50&5|50&5|2968&4|2968&4|1617&5|3578&4|3513&4|3509&4|2115&4;2682&4|1213&5|1222&5|1597&4|2871&4|2881&3|1183&4|2682&4|3052&3|1748&5|1597&4|1245&4|952&4|50&5|50&5|2968&4|2968&4|1617&5|3578&4|3513&4|3509&4|2115&4
3281&4|1096&5|2064&3|2238&5|1186&3|3700&5|3308&4|2926&4|2238&5|858&5|3360&4|1179&4;1278&5|1645&3|1278&5|1784&5|1682&5|3421&4|3551&5|1527&3|904&5|3204&5;3281&4|1096&5|2064&3|2238&5|1186&3|3700&5|3308&4|2926&4|2238&5|858&5|3360&4|1179&4|1278&5|1645&3|1278&5|1784&5|1682&5|3421&4|3551&5|1527&3|904&5|3204&5
2699&3|2347&3|2699&3|3101&4|1455&2|425&3|3516&4|2188&3|3263&2|2188&3|2874&4|2188&3;2908&3|2770&4|2770&4|2770&4|2710&3|2975&3|2975&3|2770&4|2976&3|2710&3;2699&3|2347&3|2699&3|3101&4|1455&2|425&3|3516&4|2188&3|3263&2|2188&3|2874&4|2188&3|2908&3|2770&4|2770&4|2770&4|2710&3|2975&3|2975&3|2770&4|2976&3|2710&3
2692&5|3918&3|2686&5|314&5|2908&4|223&5|608&5|3174&5|2580&4|2683&5|2490&3|2905&5;1748&5|1215&4|2968&3|1580&4|1965&5|1199&5|1580&4|1200&4|32&5|924&3;2692&5|3918&3|2686&5|314&5|2908&4|223&5|608&5|3174&5|2580&4|2683&5|2490&3|2905&5|1748&5|1215&4|2968&3|1580&4|1965&5|1199&5|1580&4|1200&4|32&5|924&3
3827&4|919&5|1097&4|1198&4|3467&3|1200&4|2115&4|2302&4|1955&3|3028&2|2747&2|1012&3;593&4|593&4|1610&4|2324&4|1727&4|2174&2|3210&3|3105&4|1777&3|1610&4;3827&4|919&5|1097&4|1198&4|3467&3|1200&4|2115&4|2302&4|1955&3|3028&2|2747&2|1012&3|593&4|593&4|1610&4|2324&4|1727&4|2174&2|3210&3|3105&4|1777&3|1610&4
2683&3|1772&3|3364&4|2076&3|828&2|2124&4|748&4|1327&2|3421&5|2710&2|417&4|3206&3;1199&5|1941&3|1220&3|1220&3|1199&5|1542&4|1204&4|3130&2|1968&4|427&1;2683&3|1772&3|3364&4|2076&3|828&2|2124&4|748&4|1327&2|3421&5|2710&2|417&4|3206&3|1199&5|1941&3|1220&3|1220&3|1199&5|1542&4|1204&4|3130&2|1968&4|427&1
260&5|2961&3|2961&3|3618&4|1179&4|2598&4|3115&4|3747&3|3179&5|2629&3|3408&5|3785&2;3420&5|1617&4|1963&5|1077&5|3814&5|1963&5|2504&2|1203&4|2085&5|1203&4;260&5|2961&3|2961&3|3618&4|1179&4|2598&4|3115&4|3747&3|3179&5|2629&3|3408&5|3785&2|3420&5|1617&4|1963&5|1077&5|3814&5|1963&5|2504&2|1203&4|2085&5|1203&4
2764&3|671&3|1036&3|2108&3|19&3|569&3|1461&2|2571&4|2447&3|413&4|1923&4|435&1;1210&5|428&5|904&4|1288&4|1270&5|1222&4|296&3|32&3|1270&5|1196&5;2764&3|671&3|1036&3|2108&3|19&3|569&3|1461&2|2571&4|2447&3|413&4|1923&4|435&1|1210&5|428&5|904&4|1288&4|1270&5|1222&4|296&3|32&3|1270&5|1196&5
2091&3|3052&2|3429&5|1097&5|1148&5|745&5|1288&5|1223&5|2710&3|3159&3|3751&4|3034&2;899&3|919&3|914&4|919&3|1028&3|919&3|899&3|2300&4|919&3|899&3;2091&3|3052&2|3429&5|1097&5|1148&5|745&5|1288&5|1223&5|2710&3|3159&3|3751&4|3034&2|899&3|919&3|914&4|919&3|1028&3|919&3|899&3|2300&4|919&3|899&3
260&4|318&4|1193&5|1225&5|2706&2|2580&2|260&4|2355&3|1276&5|1213&5|1594&5|1225&5;1673&4|1206&5|1199&5|1230&3|501&5|1230&3|1206&5|32&5|1230&3|1230&3;260&4|318&4|1193&5|1225&5|2706&2|2580&2|260&4|2355&3|1276&5|1213&5|1594&5|1225&5|1673&4|1206&5|1199&5|1230&3|501&5|1230&3|1206&5|32&5|1230&3|1230&3
1704&5|1959&4|3107&4|2302&5|373&4|377&5|1265&5|1959&4|3107&4|454&5|2598&3|1179&4;2248&5|2918&5|47&4|2248&5|1370&4|318&5|1270&5|1270&5|47&4|3753&4;1704&5|1959&4|3107&4|2302&5|373&4|377&5|1265&5|1959&4|3107&4|454&5|2598&3|1179&4|2248&5|2918&5|47&4|2248&5|1370&4|318&5|1270&5|1270&5|47&4|3753&4
3752&3|2723&3|2723&3|2599&5|2580&4|2013&4|968&4|43&3|2599&5|954&4|2599&5|2840&2;2337&4|296&5|3793&3|47&5|296&5|2987&4|47&5|2600&3|47&5|296&5;3752&3|2723&3|2723&3|2599&5|2580&4|2013&4|968&4|43&3|2599&5|954&4|2599&5|2840&2|2337&4|296&5|3793&3|47&5|296&5|2987&4|47&5|2600&3|47&5|296&5
1127&4|1092&4|3421&5|344&4|1917&3|3107&4|150&4|1917&3|2355&4|216&4|2997&5|784&3;1597&4|16&4|434&3|647&4|2804&5|15&2|434&3|647&4|15&2|1639&5;1127&4|1092&4|3421&5|344&4|1917&3|3107&4|150&4|1917&3|2355&4|216&4|2997&5|784&3|1597&4|16&4|434&3|647&4|2804&5|15&2|434&3|647&4|15&2|1639&5
1127&2|704&1|2572&3|1&4|172&1|1036&3|1129&2|457&3|3440&1|529&1|1684&1|3108&1;2107&1|3438&2|742&2|2389&1|60&2|2707&2|1644&2|2700&5|2279&3|2548&1;1127&2|704&1|2572&3|1&4|172&1|1036&3|1129&2|457&3|3440&1|529&1|1684&1|3108&1|2107&1|3438&2|742&2|2389&1|60&2|2707&2|1644&2|2700&5|2279&3|2548&1
2929&4|1938&4|1936&2|1541&5|2565&4|3742&5|2065&4|1608&4|1617&5|3204&5|838&4|3259&3;2287&3|3062&4|1245&5|277&3|2206&4|1409&4|2288&4|553&4|1279&4|52&5;2929&4|1938&4|1936&2|1541&5|2565&4|3742&5|2065&4|1608&4|1617&5|3204&5|838&4|3259&3|2287&3|3062&4|1245&5|277&3|2206&4|1409&4|2288&4|553&4|1279&4|52&5
904&5|1252&4|2995&1|3005&4|628&4|904&5|541&5|2881&3|1252&4|2881&3|2840&4|1219&4;608&5|608&5|1631&4|1631&4|3505&4|2160&4|589&4|593&5|50&4|1631&4;904&5|1252&4|2995&1|3005&4|628&4|904&5|541&5|2881&3|1252&4|2881&3|2840&4|1219&4|608&5|608&5|1631&4|1631&4|3505&4|2160&4|589&4|593&5|50&4|1631&4
3147&1|3916&4|596&2|1213&5|1097&5|3916&4|1028&5|595&4|595&4|364&5|2294&1|1&5;3397&3|2085&5|3398&3|1013&5|2096&2|2096&2|3157&5|3157&5|3397&3|2096&2;3147&1|3916&4|596&2|1213&5|1097&5|3916&4|1028&5|595&4|595&4|364&5|2294&1|1&5|3397&3|2085&5|3398&3|1013&5|2096&2|2096&2|3157&5|3157&5|3397&3|2096&2
2700&4|3167&3|3147&4|838&4|2762&4|1371&3|2599&4|1262&5|1909&4|1270&2|805&4|1584&4;3269&3|3638&3|1653&4|3214&3|342&4|1459&3|2502&3|3148&4|2690&4|1037&1;2700&4|3167&3|3147&4|838&4|2762&4|1371&3|2599&4|1262&5|1909&4|1270&2|805&4|1584&4|3269&3|3638&3|1653&4|3214&3|342&4|1459&3|2502&3|3148&4|2690&4|1037&1
903&4|586&4|480&4|589&3|589&3|288&1|903&4|480&4|588&3|3253&3|2002&4|350&4;344&4|1485&4|2142&3|1689&4|370&4|1689&4|1485&4|2142&3|370&4|2082&3;903&4|586&4|480&4|589&3|589&3|288&1|903&4|480&4|588&3|3253&3|2002&4|350&4|344&4|1485&4|2142&3|1689&4|370&4|1689&4|1485&4|2142&3|370&4|2082&3
1009&4|2396&5|2294&4|368&3|2356&2|2245&4|327&5|21&5|186&3|420&3|1204&5|1303&5;902&4|750&4|943&5|151&4|1597&4|3398&3|266&4|1333&5|1649&5|379&3;1009&4|2396&5|2294&4|368&3|2356&2|2245&4|327&5|21&5|186&3|420&3|1204&5|1303&5|902&4|750&4|943&5|151&4|1597&4|3398&3|266&4|1333&5|1649&5|379&3
527&5|953&5|1193&5|1212&5|923&5|951&4|3089&5|969&5|928&4|260&3|913&4|1254&4;933&4|933&4|926&5|899&5|1283&5|926&5|933&4|933&4|926&5|1283&5;527&5|953&5|1193&5|1212&5|923&5|951&4|3089&5|969&5|928&4|260&3|913&4|1254&4|933&4|933&4|926&5|899&5|1283&5|926&5|933&4|933&4|926&5|1283&5
110&3|2599&4|2966&5|3526&4|2881&4|1617&4|1093&4|1093&4|3751&4|1093&4|608&4|2881&4;3007&4|1089&3|296&5|18&1|296&5|2704&1|3006&4|308&4|3007&4|994&4;110&3|2599&4|2966&5|3526&4|2881&4|1617&4|1093&4|1093&4|3751&4|1093&4|608&4|2881&4|3007&4|1089&3|296&5|18&1|296&5|2704&1|3006&4|308&4|3007&4|994&4
2321&3|276&1|2745&3|415&1|3763&3|3836&4|541&4|780&3|3087&4|3450&3|912&5|374&1;3039&4|2716&4|2243&3|2473&2|2001&3|3361&3|2717&1|3048&2|2243&3|2798&1;2321&3|276&1|2745&3|415&1|3763&3|3836&4|541&4|780&3|3087&4|3450&3|912&5|374&1|3039&4|2716&4|2243&3|2473&2|2001&3|3361&3|2717&1|3048&2|2243&3|2798&1
1967&5|3033&3|1197&4|1214&3|292&3|1240&4|2100&4|1220&3|2826&4|435&4|3175&5|1213&2;1535&4|2394&3|2394&3|3081&4|3754&3|914&3|3094&4|2871&4|497&4|1204&4;1967&5|3033&3|1197&4|1214&3|292&3|1240&4|2100&4|1220&3|2826&4|435&4|3175&5|1213&2|1535&4|2394&3|2394&3|3081&4|3754&3|914&3|3094&4|2871&4|497&4|1204&4
3146&4|1405&3|3408&4|3146&4|3793&3|3177&4|3408&4|3177&4|3753&4|3793&3|3301&3|1641&4;3752&2|3646&3|3646&3|3821&3|3623&4|3646&3|3752&2|3821&3|3646&3|3744&4;3146&4|1405&3|3408&4|3146&4|3793&3|3177&4|3408&4|3177&4|3753&4|3793&3|3301&3|1641&4|3752&2|3646&3|3646&3|3821&3|3623&4|3646&3|3752&2|3821&3|3646&3|3744&4
2407&1|380&3|1208&5|333&5|454&3|1552&3|3098&2|1892&3|3844&1|3426&3|3528&3|1883&1;3717&4|2383&1|3623&2|2521&1|2977&1|2694&4|2763&3|1125&1|2803&1|2772&2;2407&1|380&3|1208&5|333&5|454&3|1552&3|3098&2|1892&3|3844&1|3426&3|3528&3|1883&1|3717&4|2383&1|3623&2|2521&1|2977&1|2694&4|2763&3|1125&1|2803&1|2772&2
3786&5|3481&5|1210&4|1248&5|940&4|1268&4|2858&4|3481&5|2791&4|3751&5|2732&5|2791&4;3578&4|3354&2|648&3|3578&4|3578&4|3354&2|3354&2|70&3|2657&4|70&3;3786&5|3481&5|1210&4|1248&5|940&4|1268&4|2858&4|3481&5|2791&4|3751&5|2732&5|2791&4|3578&4|3354&2|648&3|3578&4|3578&4|3354&2|3354&2|70&3|2657&4|70&3
1441&2|7&4|2125&1|1520&1|3274&3|3261&4|1704&4|2321&4|3100&3|628&5|1586&4|45&2;342&4|1277&4|74&2|3125&4|1136&4|2690&4|2801&4|11&3|1258&5|3481&4;1441&2|7&4|2125&1|1520&1|3274&3|3261&4|1704&4|2321&4|3100&3|628&5|1586&4|45&2|342&4|1277&4|74&2|3125&4|1136&4|2690&4|2801&4|11&3|1258&5|3481&4
2454&3|1544&4|3039&4|2013&3|3301&4|1356&4|1373&2|1972&1|2410&4|2454&3|173&3|3159&5;3510&4|3751&4|3000&3|2336&3|2947&3|541&3|10&4|2311&4|10&4|2336&3;2454&3|1544&4|3039&4|2013&3|3301&4|1356&4|1373&2|1972&1|2410&4|2454&3|173&3|3159&5|3510&4|3751&4|3000&3|2336&3|2947&3|541&3|10&4|2311&4|10&4|2336&3
2321&4|356&5|300&4|2420&4|2420&4|266&4|1784&4|2321&4|1610&5|1266&4|3623&4|3827&5;1680&4|1396&5|296&2|225&4|1396&5|2706&4|1680&4|296&2|296&2|2706&4;2321&4|356&5|300&4|2420&4|2420&4|266&4|1784&4|2321&4|1610&5|1266&4|3623&4|3827&5|1680&4|1396&5|296&2|225&4|1396&5|2706&4|1680&4|296&2|296&2|2706&4
1367&3|11&4|1196&1|2791&3|1499&3|1367&3|2791&3|11&4|1694&2|2699&4|1784&5|2423&3;3579&4|1097&5|3408&4|3624&5|3325&4|3565&4|1097&5|3579&4|3579&4|3286&4;1367&3|11&4|1196&1|2791&3|1499&3|1367&3|2791&3|11&4|1694&2|2699&4|1784&5|2423&3|3579&4|1097&5|3408&4|3624&5|3325&4|3565&4|1097&5|3579&4|3579&4|3286&4
