state;action_reward;n_state
78458&4|76044&4|31185&5|76044&4|3739&4|31185&5|77321&4|76044&4|77321&4|31015&5|3739&4|76202&4;32526&4|32526&4|32526&4|23808&5|32526&4|32526&4|32526&4|23808&5|32526&4|32526&4;78458&4|76044&4|31185&5|76044&4|3739&4|31185&5|77321&4|76044&4|77321&4|31015&5|3739&4|76202&4|32526&4|32526&4|32526&4|23808&5|32526&4|32526&4|32526&4|23808&5|32526&4|32526&4
69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5;41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5;69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|69147&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5|41846&5
31738&4|77577&5|31923&4|31923&4|78634&5|30190&4|78634&5|31738&4|49418&4|851&5|49865&3|29971&4;52641&4|52084&5|52084&5|49542&4|49542&4|52641&4|50316&3|49542&4|52751&4|52084&5;31738&4|77577&5|31923&4|31923&4|78634&5|30190&4|78634&5|31738&4|49418&4|851&5|49865&3|29971&4|52641&4|52084&5|52084&5|49542&4|49542&4|52641&4|50316&3|49542&4|52751&4|52084&5
72076&5|5017&4|5156&5|65610&4|10928&5|5801&4|32221&4|51718&3|32221&4|51771&4|58050&5|72388&4;52413&4|64584&5|77524&5|17764&5|52156&4|51612&4|52156&4|5240&4|5830&4|5215&5;72076&5|5017&4|5156&5|65610&4|10928&5|5801&4|32221&4|51718&3|32221&4|51771&4|58050&5|72388&4|52413&4|64584&5|77524&5|17764&5|52156&4|51612&4|52156&4|5240&4|5830&4|5215&5
62035&5|77938&5|77709&5|67694&5|28690&4|34127&4|57642&5|4684&5|36491&5|6612&5|8691&5|63013&5;48063&5|47478&2|14685&4|73589&5|46446&3|43135&4|48069&4|49542&5|39690&5|45520&5;62035&5|77938&5|77709&5|67694&5|28690&4|34127&4|57642&5|4684&5|36491&5|6612&5|8691&5|63013&5|48063&5|47478&2|14685&4|73589&5|46446&3|43135&4|48069&4|49542&5|39690&5|45520&5
30732&5|68896&4|28430&5|23808&5|30732&5|28430&5|28430&5|20537&4|28430&5|20537&4|30267&4|30267&4;12840&5|69589&5|12840&5|43923&4|12840&5|69589&5|69589&5|12840&5|43923&4|69589&5;30732&5|68896&4|28430&5|23808&5|30732&5|28430&5|28430&5|20537&4|28430&5|20537&4|30267&4|30267&4|12840&5|69589&5|12840&5|43923&4|12840&5|69589&5|69589&5|12840&5|43923&4|69589&5
53459&5|27271&4|74368&5|74368&5|78619&5|53459&5|5326&5|5326&5|74368&5|41392&4|41392&4|27271&4;62788&5|62788&5|62788&5|29826&5|29826&5|62788&5|29826&5|29826&5|29826&5|62788&5;53459&5|27271&4|74368&5|74368&5|78619&5|53459&5|5326&5|5326&5|74368&5|41392&4|41392&4|27271&4|62788&5|62788&5|62788&5|29826&5|29826&5|62788&5|29826&5|29826&5|29826&5|62788&5
37517&4|53887&4|68025&4|71991&4|68025&4|5984&4|64576&5|5984&4|71991&4|5984&4|68700&4|5984&4;48728&5|48728&5|40862&5|48675&3|40862&5|48675&3|48728&5|40862&5|40862&5|40862&5;37517&4|53887&4|68025&4|71991&4|68025&4|5984&4|64576&5|5984&4|71991&4|5984&4|68700&4|5984&4|48728&5|48728&5|40862&5|48675&3|40862&5|48675&3|48728&5|40862&5|40862&5|40862&5
69297&4|53474&4|60440&4|53793&3|20729&3|14072&4|21955&4|20215&4|20729&3|64935&3|19646&4|63370&4;31621&4|31621&4|40885&5|40885&5|31621&4|49168&3|68704&4|42665&5|40885&5|49168&3;69297&4|53474&4|60440&4|53793&3|20729&3|14072&4|21955&4|20215&4|20729&3|64935&3|19646&4|63370&4|31621&4|31621&4|40885&5|40885&5|31621&4|49168&3|68704&4|42665&5|40885&5|49168&3
66247&5|62276&4|72014&3|73300&4|56399&2|4262&4|66798&5|14218&4|7048&4|4429&4|65441&3|22360&3;31405&1|33864&5|22754&5|31299&5|36924&4|44757&5|49027&1|32325&4|40883&3|20774&5;66247&5|62276&4|72014&3|73300&4|56399&2|4262&4|66798&5|14218&4|7048&4|4429&4|65441&3|22360&3|31405&1|33864&5|22754&5|31299&5|36924&4|44757&5|49027&1|32325&4|40883&3|20774&5
13403&5|65436&5|13403&5|13403&5|43371&3|31443&5|43371&3|13403&5|65436&5|31443&5|13403&5|65436&5;46410&5|45287&3|45287&3|45287&3|46410&5|46410&5|45287&3|46410&5|45287&3|46410&5;13403&5|65436&5|13403&5|13403&5|43371&3|31443&5|43371&3|13403&5|65436&5|31443&5|13403&5|65436&5|46410&5|45287&3|45287&3|45287&3|46410&5|46410&5|45287&3|46410&5|45287&3|46410&5
14046&4|7308&3|73433&2|45349&3|79789&3|40685&3|79789&3|56161&3|15139&3|53991&5|8465&1|68012&3;51953&3|41421&2|20195&3|45622&3|50133&1|11032&5|55736&4|42699&4|72565&3|32248&3;14046&4|7308&3|73433&2|45349&3|79789&3|40685&3|79789&3|56161&3|15139&3|53991&5|8465&1|68012&3|51953&3|41421&2|20195&3|45622&3|50133&1|11032&5|55736&4|42699&4|72565&3|32248&3
27688&5|7440&5|28430&4|71581&5|57403&5|13191&5|54911&5|14670&5|5808&5|77263&5|75441&5|6367&5;40099&5|27685&5|46987&5|65626&5|46987&5|46987&5|13268&5|27685&5|27685&5|65626&5;27688&5|7440&5|28430&4|71581&5|57403&5|13191&5|54911&5|14670&5|5808&5|77263&5|75441&5|6367&5|40099&5|27685&5|46987&5|65626&5|46987&5|46987&5|13268&5|27685&5|27685&5|65626&5
56209&5|56209&5|79355&5|56209&5|79355&5|56209&5|56209&5|10736&5|10736&5|56209&5|79355&5|56209&5;6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5;56209&5|56209&5|79355&5|56209&5|79355&5|56209&5|56209&5|10736&5|10736&5|56209&5|79355&5|56209&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5|6580&5
7330&5|35700&4|35700&4|45696&5|65336&5|65336&5|65336&5|65336&5|7330&5|71705&4|7330&5|35700&4;29915&5|23683&5|29915&5|23683&5|29915&5|29915&5|29915&5|23683&5|23683&5|29915&5;7330&5|35700&4|35700&4|45696&5|65336&5|65336&5|65336&5|65336&5|7330&5|71705&4|7330&5|35700&4|29915&5|23683&5|29915&5|23683&5|29915&5|29915&5|29915&5|23683&5|23683&5|29915&5
1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5;39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5;1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|1552&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5|39881&5
70482&4|64299&4|65443&3|6928&5|70482&4|63174&3|7786&3|12518&3|12518&3|17690&5|13121&3|4016&4;781&5|21393&2|65714&5|781&5|61144&5|71651&4|17010&5|17010&5|57978&4|57978&4;70482&4|64299&4|65443&3|6928&5|70482&4|63174&3|7786&3|12518&3|12518&3|17690&5|13121&3|4016&4|781&5|21393&2|65714&5|781&5|61144&5|71651&4|17010&5|17010&5|57978&4|57978&4
7922&4|7922&4|18148&4|78047&4|79752&2|78047&4|73354&3|11150&5|22419&4|54751&5|16248&4|16248&4;9302&5|13692&4|53912&3|53912&3|13692&4|9302&5|53912&3|77803&5|53912&3|3189&5;7922&4|7922&4|18148&4|78047&4|79752&2|78047&4|73354&3|11150&5|22419&4|54751&5|16248&4|16248&4|9302&5|13692&4|53912&3|53912&3|13692&4|9302&5|53912&3|77803&5|53912&3|3189&5
6558&5|6558&5|6558&5|6558&5|38821&4|6558&5|6558&5|6558&5|6558&5|6558&5|38821&4|38821&4;56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5;6558&5|6558&5|6558&5|6558&5|38821&4|6558&5|6558&5|6558&5|6558&5|6558&5|38821&4|38821&4|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5|56223&5
9503&4|66894&5|40076&5|29649&4|10894&5|59046&3|39369&3|1488&5|1488&5|17864&5|2838&3|78494&5;42431&4|33624&2|41034&5|49218&4|42914&4|9288&3|9288&3|63207&3|42431&4|21790&5;9503&4|66894&5|40076&5|29649&4|10894&5|59046&3|39369&3|1488&5|1488&5|17864&5|2838&3|78494&5|42431&4|33624&2|41034&5|49218&4|42914&4|9288&3|9288&3|63207&3|42431&4|21790&5
44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4;48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4;44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|44925&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4|48884&4
8068&5|4540&5|4540&5|52113&5|52113&5|52113&5|52113&5|4540&5|4540&5|41070&5|4540&5|8068&5;39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5;8068&5|4540&5|4540&5|52113&5|52113&5|52113&5|52113&5|4540&5|4540&5|41070&5|4540&5|8068&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5|39721&5
28388&4|25661&4|2904&5|26528&4|5010&5|25661&4|50713&5|28388&4|3327&5|66158&4|5238&5|13866&4;25618&5|7806&5|33583&5|33583&5|43877&5|67114&3|7806&5|25618&5|66963&5|67161&5;28388&4|25661&4|2904&5|26528&4|5010&5|25661&4|50713&5|28388&4|3327&5|66158&4|5238&5|13866&4|25618&5|7806&5|33583&5|33583&5|43877&5|67114&3|7806&5|25618&5|66963&5|67161&5
76325&5|6454&5|4243&5|6454&5|76325&5|4243&5|76325&5|76325&5|6454&5|4243&5|76325&5|6454&5;73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5;76325&5|6454&5|4243&5|6454&5|76325&5|4243&5|76325&5|76325&5|6454&5|4243&5|76325&5|6454&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5|73627&5
71721&5|35700&3|35700&3|35869&1|18954&5|18954&5|35700&3|18954&5|72602&4|35869&1|35700&3|72602&4;48850&1|48850&1|48850&1|48850&1|48850&1|48850&1|48850&1|48850&1|53047&1|48850&1;71721&5|35700&3|35700&3|35869&1|18954&5|18954&5|35700&3|18954&5|72602&4|35869&1|35700&3|72602&4|48850&1|48850&1|48850&1|48850&1|48850&1|48850&1|48850&1|48850&1|53047&1|48850&1
46132&5|46132&5|46132&5|46132&5|46132&5|49101&5|49101&5|46132&5|46132&5|46132&5|46132&5|49101&5;50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3;46132&5|46132&5|46132&5|46132&5|46132&5|49101&5|49101&5|46132&5|46132&5|46132&5|46132&5|49101&5|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3|50083&3
78216&5|78216&5|42716&5|42716&5|42716&5|78216&5|42716&5|42716&5|78216&5|78216&5|78216&5|42716&5;49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1;78216&5|78216&5|42716&5|42716&5|42716&5|78216&5|42716&5|42716&5|78216&5|78216&5|78216&5|42716&5|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1|49311&1
74098&3|77353&4|74098&3|77353&4|72557&3|72557&3|72557&3|77353&4|77353&4|72557&3|74098&3|77353&4;22882&2|33212&3|22882&2|22882&2|22882&2|33212&3|33212&3|33212&3|33212&3|22882&2;74098&3|77353&4|74098&3|77353&4|72557&3|72557&3|72557&3|77353&4|77353&4|72557&3|74098&3|77353&4|22882&2|33212&3|22882&2|22882&2|22882&2|33212&3|33212&3|33212&3|33212&3|22882&2
69702&5|14906&4|35869&5|3646&4|69702&5|69702&5|35760&4|64795&5|14906&4|55611&5|69702&5|55611&5;25036&5|4789&3|25842&5|25842&5|25842&5|25842&5|25842&5|25842&5|25036&5|25036&5;69702&5|14906&4|35869&5|3646&4|69702&5|69702&5|35760&4|64795&5|14906&4|55611&5|69702&5|55611&5|25036&5|4789&3|25842&5|25842&5|25842&5|25842&5|25842&5|25842&5|25036&5|25036&5
13147&4|56810&5|6454&5|63373&4|55564&2|9039&4|8905&5|59306&3|26877&4|54159&4|16259&5|15334&3;14585&3|22052&5|18813&5|50682&4|53613&5|50344&5|7008&4|34751&4|58467&4|53613&5;13147&4|56810&5|6454&5|63373&4|55564&2|9039&4|8905&5|59306&3|26877&4|54159&4|16259&5|15334&3|14585&3|22052&5|18813&5|50682&4|53613&5|50344&5|7008&4|34751&4|58467&4|53613&5
6074&5|23428&4|72076&5|72076&5|23428&4|23428&4|6074&5|6074&5|23428&4|6074&5|6074&5|6074&5;52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3;6074&5|23428&4|72076&5|72076&5|23428&4|23428&4|6074&5|6074&5|23428&4|6074&5|6074&5|6074&5|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3|52733&3
45418&4|45418&4|44163&5|32359&5|44163&5|45418&4|28984&5|4415&5|44163&5|45418&4|28638&5|28984&5;49856&4|5238&5|5238&5|49856&4|5238&5|5238&5|49856&4|76575&5|5238&5|49856&4;45418&4|45418&4|44163&5|32359&5|44163&5|45418&4|28984&5|4415&5|44163&5|45418&4|28638&5|28984&5|49856&4|5238&5|5238&5|49856&4|5238&5|5238&5|49856&4|76575&5|5238&5|49856&4
65655&5|78024&2|24764&5|74328&4|78024&2|74328&4|73508&4|4201&5|79583&4|74328&4|4201&5|76016&3;44993&3|77577&5|77577&5|3703&5|77577&5|3703&5|20720&5|3703&5|77577&5|3703&5;65655&5|78024&2|24764&5|74328&4|78024&2|74328&4|73508&4|4201&5|79583&4|74328&4|4201&5|76016&3|44993&3|77577&5|77577&5|3703&5|77577&5|3703&5|20720&5|3703&5|77577&5|3703&5
6079&5|18719&5|6074&5|76745&5|3308&5|76751&5|79462&5|23428&4|79462&5|66366&4|6079&5|40743&5;54745&5|14709&4|14709&4|54745&5|54745&5|47183&5|14709&4|47183&5|54745&5|14709&4;6079&5|18719&5|6074&5|76745&5|3308&5|76751&5|79462&5|23428&4|79462&5|66366&4|6079&5|40743&5|54745&5|14709&4|14709&4|54745&5|54745&5|47183&5|14709&4|47183&5|54745&5|14709&4
58479&3|55365&3|56415&1|56753&2|56872&3|56436&3|57606&1|56145&4|58098&3|58098&3|56403&3|63968&3;67922&4|24347&4|24347&4|24347&4|67782&4|67841&4|67782&4|67922&4|67841&4|6023&4;58479&3|55365&3|56415&1|56753&2|56872&3|56436&3|57606&1|56145&4|58098&3|58098&3|56403&3|63968&3|67922&4|24347&4|24347&4|24347&4|67782&4|67841&4|67782&4|67922&4|67841&4|6023&4
76771&5|78342&5|28108&5|76762&5|76771&5|78342&5|78342&5|28108&5|76761&5|76761&5|76762&5|76720&5;37790&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5;76771&5|78342&5|28108&5|76762&5|76771&5|78342&5|78342&5|28108&5|76761&5|76761&5|76762&5|76720&5|37790&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5|78111&5
38785&2|47428&5|38785&2|42354&4|41710&4|43760&5|43877&5|31767&5|42456&3|31767&5|43877&5|41710&4;49139&3|49139&3|49139&3|49145&3|49145&3|49139&3|49145&3|49139&3|49139&3|49139&3;38785&2|47428&5|38785&2|42354&4|41710&4|43760&5|43877&5|31767&5|42456&3|31767&5|43877&5|41710&4|49139&3|49139&3|49139&3|49145&3|49145&3|49139&3|49145&3|49139&3|49139&3|49139&3
78080&4|27632&3|4748&5|12768&4|14613&5|63172&4|58311&4|62771&4|4572&4|8768&5|75294&5|78439&5;37378&3|22629&5|34020&3|34020&3|31015&4|37233&4|45235&4|78121&5|35374&3|5502&4;78080&4|27632&3|4748&5|12768&4|14613&5|63172&4|58311&4|62771&4|4572&4|8768&5|75294&5|78439&5|37378&3|22629&5|34020&3|34020&3|31015&4|37233&4|45235&4|78121&5|35374&3|5502&4
28281&4|40428&2|35386&4|53774&4|3699&5|31255&5|40779&3|5575&4|19602&5|3699&5|30238&3|77236&4;44623&3|22422&4|48040&3|44064&4|13084&5|22422&4|41469&4|22422&4|41469&4|48040&3;28281&4|40428&2|35386&4|53774&4|3699&5|31255&5|40779&3|5575&4|19602&5|3699&5|30238&3|77236&4|44623&3|22422&4|48040&3|44064&4|13084&5|22422&4|41469&4|22422&4|41469&4|48040&3
68144&5|17154&5|9294&5|30445&5|3346&4|6060&4|32481&4|17156&5|1503&5|67493&5|26526&4|28285&5;63480&5|4145&5|22508&5|55151&5|36803&4|36773&4|22126&4|5944&5|4145&5|14130&4;68144&5|17154&5|9294&5|30445&5|3346&4|6060&4|32481&4|17156&5|1503&5|67493&5|26526&4|28285&5|63480&5|4145&5|22508&5|55151&5|36803&4|36773&4|22126&4|5944&5|4145&5|14130&4
70360&5|45696&5|70360&5|45696&5|45696&5|70360&5|45696&5|45696&5|45696&5|45696&5|45696&5|45696&5;10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5;70360&5|45696&5|70360&5|45696&5|45696&5|70360&5|45696&5|45696&5|45696&5|45696&5|45696&5|45696&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5|10441&5
69601&5|33471&5|55166&5|16275&5|55166&5|35809&3|16275&5|16275&5|34040&3|35809&3|55166&5|55166&5;77119&5|68293&5|68293&5|68293&5|77119&5|68293&5|68293&5|68293&5|68293&5|68293&5;69601&5|33471&5|55166&5|16275&5|55166&5|35809&3|16275&5|16275&5|34040&3|35809&3|55166&5|55166&5|77119&5|68293&5|68293&5|68293&5|77119&5|68293&5|68293&5|68293&5|68293&5|68293&5
67924&5|72135&5|79198&2|70046&5|4279&5|46539&5|46539&5|46228&5|43413&3|3225&4|4409&5|48598&4;46566&4|5981&5|14964&5|69176&5|52284&5|47415&5|7326&5|52284&5|50043&3|49332&5;67924&5|72135&5|79198&2|70046&5|4279&5|46539&5|46539&5|46228&5|43413&3|3225&4|4409&5|48598&4|46566&4|5981&5|14964&5|69176&5|52284&5|47415&5|7326&5|52284&5|50043&3|49332&5
7773&5|23986&4|7236&4|65965&5|71774&4|26613&5|75348&4|72423&4|58553&5|79007&5|3731&5|55356&5;33320&4|39346&4|8242&4|27711&4|77680&5|38360&3|39881&4|40582&5|8242&4|68392&4;7773&5|23986&4|7236&4|65965&5|71774&4|26613&5|75348&4|72423&4|58553&5|79007&5|3731&5|55356&5|33320&4|39346&4|8242&4|27711&4|77680&5|38360&3|39881&4|40582&5|8242&4|68392&4
11643&4|4765&5|4765&5|4765&5|11643&4|4765&5|4765&5|11643&4|11643&4|4765&5|11643&4|4765&5;18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4;11643&4|4765&5|4765&5|4765&5|11643&4|4765&5|4765&5|11643&4|11643&4|4765&5|11643&4|4765&5|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4|18512&4
48878&5|39272&4|12131&4|43914&5|78318&4|32251&4|42715&4|36057&4|31736&5|47969&4|64987&5|44808&4;71978&5|3049&5|47826&4|52701&4|13425&5|24940&5|8149&5|45133&5|49111&5|8149&5;48878&5|39272&4|12131&4|43914&5|78318&4|32251&4|42715&4|36057&4|31736&5|47969&4|64987&5|44808&4|71978&5|3049&5|47826&4|52701&4|13425&5|24940&5|8149&5|45133&5|49111&5|8149&5
15700&5|20893&5|19928&5|20893&5|15700&5|19928&5|15700&5|20893&5|20893&5|19928&5|15700&5|15700&5;38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4;15700&5|20893&5|19928&5|20893&5|15700&5|19928&5|15700&5|20893&5|20893&5|19928&5|15700&5|15700&5|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4|38712&4
72586&5|46579&5|44465&5|47526&4|47526&4|18866&5|44465&5|45878&5|45878&5|73685&5|47526&4|18866&5;49487&5|49487&5|36005&5|49487&5|49487&5|36005&5|36005&5|36005&5|36005&5|49487&5;72586&5|46579&5|44465&5|47526&4|47526&4|18866&5|44465&5|45878&5|45878&5|73685&5|47526&4|18866&5|49487&5|49487&5|36005&5|49487&5|49487&5|36005&5|36005&5|36005&5|36005&5|49487&5
72076&5|75791&2|69790&2|79545&3|70920&4|71805&3|3080&3|65483&2|70818&2|71941&5|62039&4|57670&5;24778&4|24778&4|45696&5|32236&5|24778&4|33053&2|29982&3|22953&2|39528&4|55658&4;72076&5|75791&2|69790&2|79545&3|70920&4|71805&3|3080&3|65483&2|70818&2|71941&5|62039&4|57670&5|24778&4|24778&4|45696&5|32236&5|24778&4|33053&2|29982&3|22953&2|39528&4|55658&4
40215&5|29087&5|74089&5|73357&5|77029&4|73357&5|61750&5|6393&5|35298&2|34581&5|42780&5|36762&4;50022&5|40032&4|30486&5|7409&4|7409&4|41199&4|49646&5|43583&4|45072&4|38667&3;40215&5|29087&5|74089&5|73357&5|77029&4|73357&5|61750&5|6393&5|35298&2|34581&5|42780&5|36762&4|50022&5|40032&4|30486&5|7409&4|7409&4|41199&4|49646&5|43583&4|45072&4|38667&3
53968&5|53968&5|3080&5|56666&5|3080&5|14653&3|56666&5|56666&5|56666&5|3080&5|56666&5|6126&5;31616&5|32913&5|32913&5|31616&5|31616&5|31616&5|31616&5|32913&5|32913&5|32913&5;53968&5|53968&5|3080&5|56666&5|3080&5|14653&3|56666&5|56666&5|56666&5|3080&5|56666&5|6126&5|31616&5|32913&5|32913&5|31616&5|31616&5|31616&5|31616&5|32913&5|32913&5|32913&5
58447&4|78403&3|31015&4|71858&5|3441&4|60558&5|56508&5|8119&4|7455&5|78288&3|67268&5|58681&5;31443&5|31824&4|31824&4|35120&4|50119&3|30974&5|36803&5|49369&4|64339&5|64339&5;58447&4|78403&3|31015&4|71858&5|3441&4|60558&5|56508&5|8119&4|7455&5|78288&3|67268&5|58681&5|31443&5|31824&4|31824&4|35120&4|50119&3|30974&5|36803&5|49369&4|64339&5|64339&5
12732&2|4868&4|3908&4|20678&4|10652&5|8519&5|57327&5|73891&4|71192&5|12732&2|71192&5|27040&4;49168&3|47615&4|45835&5|50085&5|38974&3|13172&5|36347&4|41736&5|53659&2|36347&4;12732&2|4868&4|3908&4|20678&4|10652&5|8519&5|57327&5|73891&4|71192&5|12732&2|71192&5|27040&4|49168&3|47615&4|45835&5|50085&5|38974&3|13172&5|36347&4|41736&5|53659&2|36347&4
55896&4|53302&3|64913&3|2584&5|147&3|27884&4|10043&4|246&5|12533&3|64206&3|51398&3|79753&5;30378&5|45696&4|64957&4|32906&4|7323&3|32533&4|39894&5|30378&5|78924&5|32533&4;55896&4|53302&3|64913&3|2584&5|147&3|27884&4|10043&4|246&5|12533&3|64206&3|51398&3|79753&5|30378&5|45696&4|64957&4|32906&4|7323&3|32533&4|39894&5|30378&5|78924&5|32533&4
63994&4|63994&4|38501&2|38501&2|16425&4|35956&4|38501&2|38501&2|35956&4|63994&4|35956&4|63994&4;49788&5|49788&5|48137&5|49788&5|48137&5|49788&5|48137&5|49788&5|48137&5|49788&5;63994&4|63994&4|38501&2|38501&2|16425&4|35956&4|38501&2|38501&2|35956&4|63994&4|35956&4|63994&4|49788&5|49788&5|48137&5|49788&5|48137&5|49788&5|48137&5|49788&5|48137&5|49788&5
29499&5|71721&5|29499&5|29499&5|73070&3|71721&5|71721&5|71721&5|29499&5|29499&5|10284&4|10284&4;74206&5|5466&5|5466&5|74206&5|5466&5|5466&5|74206&5|74206&5|5466&5|5466&5;29499&5|71721&5|29499&5|29499&5|73070&3|71721&5|71721&5|71721&5|29499&5|29499&5|10284&4|10284&4|74206&5|5466&5|5466&5|74206&5|5466&5|5466&5|74206&5|74206&5|5466&5|5466&5
3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5;49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5;3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|3968&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5|49507&5
69429&4|2350&3|69429&4|69429&4|14555&4|66900&3|2350&3|69429&4|14555&4|15358&4|14555&4|2588&2;7376&4|7376&4|7376&4|32747&4|7376&4|7376&4|7376&4|32747&4|32747&4|32747&4;69429&4|2350&3|69429&4|69429&4|14555&4|66900&3|2350&3|69429&4|14555&4|15358&4|14555&4|2588&2|7376&4|7376&4|7376&4|32747&4|7376&4|7376&4|7376&4|32747&4|32747&4|32747&4
58044&5|8453&5|25573&5|9747&5|62108&5|67972&5|7299&4|72642&3|68387&5|8454&5|72642&3|68823&3;8152&5|20502&4|37996&4|74798&5|34543&4|7180&5|65089&5|32688&4|22846&5|7180&5;58044&5|8453&5|25573&5|9747&5|62108&5|67972&5|7299&4|72642&3|68387&5|8454&5|72642&3|68823&3|8152&5|20502&4|37996&4|74798&5|34543&4|7180&5|65089&5|32688&4|22846&5|7180&5
68108&4|71974&5|66996&5|66996&5|68108&4|71974&5|66996&5|51373&4|68611&4|6488&4|66996&5|71974&5;59140&5|59140&5|29770&4|29770&4|29770&4|59140&5|29770&4|59140&5|59140&5|59140&5;68108&4|71974&5|66996&5|66996&5|68108&4|71974&5|66996&5|51373&4|68611&4|6488&4|66996&5|71974&5|59140&5|59140&5|29770&4|29770&4|29770&4|59140&5|29770&4|59140&5|59140&5|59140&5
18211&4|64926&3|64926&3|25318&5|46539&4|46539&4|63886&5|63886&5|61347&3|42489&3|9250&5|45844&5;47934&4|49210&4|47934&4|47934&4|50745&2|50745&2|18832&4|18832&4|50745&2|50745&2;18211&4|64926&3|64926&3|25318&5|46539&4|46539&4|63886&5|63886&5|61347&3|42489&3|9250&5|45844&5|47934&4|49210&4|47934&4|47934&4|50745&2|50745&2|18832&4|18832&4|50745&2|50745&2
41207&5|14151&5|65811&5|7831&5|14151&5|41207&5|65811&5|14151&5|14151&5|14151&5|65811&5|65811&5;13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5;41207&5|14151&5|65811&5|7831&5|14151&5|41207&5|65811&5|14151&5|14151&5|14151&5|65811&5|65811&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5|13159&5
32037&5|57858&5|65700&4|37360&5|25590&3|41334&5|4465&5|5536&5|4346&3|39403&4|69597&5|41414&5;52673&5|43983&4|47338&3|5552&4|47338&3|43760&5|44039&5|51947&3|48870&3|49574&1;32037&5|57858&5|65700&4|37360&5|25590&3|41334&5|4465&5|5536&5|4346&3|39403&4|69597&5|41414&5|52673&5|43983&4|47338&3|5552&4|47338&3|43760&5|44039&5|51947&3|48870&3|49574&1
