state;action_reward;n_state
79&4|197&5|26&5|22&5|435&5|504&5|425&5|969&5|134&5|99&5|185&5|99&5;191&5|467&5|23&5|170&5|527&3|168&5|451&4|208&5|527&3|191&5;79&4|197&5|26&5|22&5|435&5|504&5|425&5|969&5|134&5|99&5|185&5|99&5|191&5|467&5|23&5|170&5|527&3|168&5|451&4|208&5|527&3|191&5
323&2|405&5|476&3|151&4|288&3|118&4|77&4|286&4|24&4|11&4|1012&3|476&3;246&3|161&5|531&4|771&3|724&3|96&4|759&3|161&5|771&3|1218&3;323&2|405&5|476&3|151&4|288&3|118&4|77&4|286&4|24&4|11&4|1012&3|476&3|246&3|161&5|531&4|771&3|724&3|96&4|759&3|161&5|771&3|1218&3
218&3|282&4|646&4|234&4|588&3|443&4|218&3|201&3|646&4|227&4|436&5|143&4;665&3|145&3|323&3|678&2|665&3|800&4|223&5|678&2|223&5|145&3;218&3|282&4|646&4|234&4|588&3|443&4|218&3|201&3|646&4|227&4|436&5|143&4|665&3|145&3|323&3|678&2|665&3|800&4|223&5|678&2|223&5|145&3
197&5|648&5|183&5|641&4|427&4|23&3|204&4|1269&5|654&4|237&4|229&4|229&4;28&4|385&4|127&5|181&5|71&4|385&4|176&5|385&4|179&4|451&4;197&5|648&5|183&5|641&4|427&4|23&3|204&4|1269&5|654&4|237&4|229&4|229&4|28&4|385&4|127&5|181&5|71&4|385&4|176&5|385&4|179&4|451&4
619&3|1028&3|151&3|871&2|974&4|237&4|125&3|930&3|1&4|100&2|151&3|619&3;106&4|823&2|455&2|823&2|823&2|472&5|281&3|840&3|455&2|472&5;619&3|1028&3|151&3|871&2|974&4|237&4|125&3|930&3|1&4|100&2|151&3|619&3|106&4|823&2|455&2|823&2|823&2|472&5|281&3|840&3|455&2|472&5
483&3|215&2|486&1|98&4|70&3|428&3|1266&2|100&4|162&2|898&3|654&3|286&2;257&3|473&1|177&2|177&2|15&2|213&2|1117&3|257&3|118&2|225&1;483&3|215&2|486&1|98&4|70&3|428&3|1266&2|100&4|162&2|898&3|654&3|286&2|257&3|473&1|177&2|177&2|15&2|213&2|1117&3|257&3|118&2|225&1
183&4|527&5|435&3|69&4|193&3|272&4|134&5|639&3|127&5|50&4|209&3|602&4;72&2|451&2|568&2|378&4|810&2|630&3|231&2|396&2|679&3|380&2;183&4|527&5|435&3|69&4|193&3|272&4|134&5|639&3|127&5|50&4|209&3|602&4|72&2|451&2|568&2|378&4|810&2|630&3|231&2|396&2|679&3|380&2
237&2|713&3|823&4|713&3|744&2|106&1|619&4|619&4|985&3|106&1|10&5|544&4;105&2|1117&3|125&4|1117&3|475&4|412&1|475&4|125&4|847&4|105&2;237&2|713&3|823&4|713&3|744&2|106&1|619&4|619&4|985&3|106&1|10&5|544&4|105&2|1117&3|125&4|1117&3|475&4|412&1|475&4|125&4|847&4|105&2
258&4|258&4|234&4|216&4|202&1|692&3|504&3|204&5|66&4|216&4|227&4|127&4;194&5|50&5|79&5|275&5|659&5|275&5|648&5|50&5|79&5|435&5;258&4|258&4|234&4|216&4|202&1|692&3|504&3|204&5|66&4|216&4|227&4|127&4|194&5|50&5|79&5|275&5|659&5|275&5|648&5|50&5|79&5|435&5
50&3|878&2|242&3|127&5|264&3|15&4|320&3|668&1|324&4|118&1|326&5|976&1;816&1|440&1|773&3|573&2|219&5|444&3|438&1|774&2|396&2|396&2;50&3|878&2|242&3|127&5|264&3|15&4|320&3|668&1|324&4|118&1|326&5|976&1|816&1|440&1|773&3|573&2|219&5|444&3|438&1|774&2|396&2|396&2
77&4|96&5|199&4|205&3|877&2|651&4|1263&3|864&2|742&5|164&4|265&5|591&5;928&3|159&3|635&2|1213&2|281&3|211&4|148&4|148&4|455&4|148&4;77&4|96&5|199&4|205&3|877&2|651&4|1263&3|864&2|742&5|164&4|265&5|591&5|928&3|159&3|635&2|1213&2|281&3|211&4|148&4|148&4|455&4|148&4
428&3|1135&1|4&2|1118&3|1071&4|114&5|428&3|231&2|114&5|443&3|12&3|1037&1;851&5|129&3|182&5|922&4|865&4|1499&5|37&4|474&5|474&5|487&4;428&3|1135&1|4&2|1118&3|1071&4|114&5|428&3|231&2|114&5|443&3|12&3|1037&1|851&5|129&3|182&5|922&4|865&4|1499&5|37&4|474&5|474&5|487&4
689&4|264&4|260&4|328&4|360&4|286&5|1429&4|1392&4|260&4|286&5|681&4|310&4;319&5|319&5|271&3|319&5|319&5|319&5|336&4|271&3|271&3|336&4;689&4|264&4|260&4|328&4|360&4|286&5|1429&4|1392&4|260&4|286&5|681&4|310&4|319&5|319&5|271&3|319&5|319&5|319&5|336&4|271&3|271&3|336&4
751&3|292&4|288&3|257&4|405&4|1620&4|866&5|50&4|50&4|678&3|1&4|300&3;151&2|289&2|597&3|1197&3|1197&3|597&3|539&1|289&2|282&5|539&1;751&3|292&4|288&3|257&4|405&4|1620&4|866&5|50&4|50&4|678&3|1&4|300&3|151&2|289&2|597&3|1197&3|1197&3|597&3|539&1|289&2|282&5|539&1
28&3|137&3|178&3|748&5|258&4|28&3|174&4|286&3|189&3|178&3|172&4|191&3;150&3|322&2|433&3|322&2|150&3|433&3|1&3|433&3|1&3|433&3;28&3|137&3|178&3|748&5|258&4|28&3|174&4|286&3|189&3|178&3|172&4|191&3|150&3|322&2|433&3|322&2|150&3|433&3|1&3|433&3|1&3|433&3
25&3|864&4|9&3|243&2|9&3|100&4|15&4|476&3|1060&4|100&4|9&3|924&5;147&4|147&4|147&4|1063&5|1063&5|604&4|604&4|127&2|202&2|604&4;25&3|864&4|9&3|243&2|9&3|100&4|15&4|476&3|1060&4|100&4|9&3|924&5|147&4|147&4|147&4|1063&5|1063&5|604&4|604&4|127&2|202&2|604&4
22&4|546&5|654&3|568&5|510&3|7&5|748&3|172&5|147&1|159&5|161&5|38&5;597&4|219&3|237&5|472&5|237&5|553&5|1215&3|219&3|779&3|570&3;22&4|546&5|654&3|568&5|510&3|7&5|748&3|172&5|147&1|159&5|161&5|38&5|597&4|219&3|237&5|472&5|237&5|553&5|1215&3|219&3|779&3|570&3
195&4|356&4|91&3|235&3|732&4|79&4|50&5|368&1|831&4|597&3|742&4|123&4;619&4|746&4|992&4|151&4|280&2|795&2|1049&3|771&3|375&1|329&4;195&4|356&4|91&3|235&3|732&4|79&4|50&5|368&1|831&4|597&3|742&4|123&4|619&4|746&4|992&4|151&4|280&2|795&2|1049&3|771&3|375&1|329&4
300&4|307&3|289&2|292&5|879&2|342&4|750&3|269&2|289&2|292&5|300&4|342&4;258&3|258&3|258&3|259&1|328&4|258&3|339&3|328&4|328&4|258&3;300&4|307&3|289&2|292&5|879&2|342&4|750&3|269&2|289&2|292&5|300&4|342&4|258&3|258&3|258&3|259&1|328&4|258&3|339&3|328&4|328&4|258&3
100&4|116&5|269&5|269&5|306&5|283&3|741&1|275&4|306&5|744&4|289&3|257&4;1028&2|1028&2|1514&4|476&3|476&3|287&4|13&4|287&4|1028&2|13&4;100&4|116&5|269&5|269&5|306&5|283&3|741&1|275&4|306&5|744&4|289&3|257&4|1028&2|1028&2|1514&4|476&3|476&3|287&4|13&4|287&4|1028&2|13&4
321&4|333&3|628&3|258&4|321&4|334&3|268&5|258&4|117&4|181&5|151&5|50&5;174&5|427&3|12&5|48&5|197&5|56&5|48&5|427&3|48&5|427&3;321&4|333&3|628&3|258&4|321&4|334&3|268&5|258&4|117&4|181&5|151&5|50&5|174&5|427&3|12&5|48&5|197&5|56&5|48&5|427&3|48&5|427&3
938&1|427&4|313&5|651&4|651&4|938&1|655&4|938&1|288&4|288&4|272&5|272&5;650&3|650&3|87&1|137&1|204&3|87&1|650&3|204&3|137&1|56&2;938&1|427&4|313&5|651&4|651&4|938&1|655&4|938&1|288&4|288&4|272&5|272&5|650&3|650&3|87&1|137&1|204&3|87&1|650&3|204&3|137&1|56&2
326&4|271&4|307&5|307&5|306&4|302&5|315&4|323&3|313&5|315&4|322&4|689&5;748&4|353&1|358&1|748&4|353&1|678&4|358&1|316&4|678&4|316&4;326&4|271&4|307&5|307&5|306&4|302&5|315&4|323&3|313&5|315&4|322&4|689&5|748&4|353&1|358&1|748&4|353&1|678&4|358&1|316&4|678&4|316&4
81&5|48&2|129&4|48&2|56&4|197&5|94&1|129&4|81&5|175&5|171&5|7&4;286&4|269&4|748&2|923&3|286&4|288&3|288&3|180&4|202&2|269&4;81&5|48&2|129&4|48&2|56&4|197&5|94&1|129&4|81&5|175&5|171&5|7&4|286&4|269&4|748&2|923&3|286&4|288&3|288&3|180&4|202&2|269&4
792&5|191&5|202&4|69&4|202&4|269&5|69&4|514&5|869&4|631&4|514&5|269&5;274&4|762&5|535&4|762&5|280&3|535&4|762&5|535&4|762&5|274&4;792&5|191&5|202&4|69&4|202&4|269&5|69&4|514&5|869&4|631&4|514&5|269&5|274&4|762&5|535&4|762&5|280&3|535&4|762&5|535&4|762&5|274&4
292&4|258&3|300&5|333&4|327&3|748&2|327&3|304&4|300&5|880&5|331&2|328&3;264&3|261&3|1025&4|688&3|1025&4|299&4|264&3|688&3|688&3|887&2;292&4|258&3|300&5|333&4|327&3|748&2|327&3|304&4|300&5|880&5|331&2|328&3|264&3|261&3|1025&4|688&3|1025&4|299&4|264&3|688&3|688&3|887&2
423&5|423&5|687&2|69&3|357&2|286&4|687&2|526&4|1330&3|199&5|1025&3|310&3;890&2|455&3|117&4|300&2|890&2|257&5|890&2|263&3|300&2|127&4;423&5|423&5|687&2|69&3|357&2|286&4|687&2|526&4|1330&3|199&5|1025&3|310&3|890&2|455&3|117&4|300&2|890&2|257&5|890&2|263&3|300&2|127&4
315&4|259&4|539&3|79&5|414&4|71&5|500&5|261&4|878&4|303&4|316&4|484&5;234&4|1204&4|31&5|97&5|604&4|183&3|183&3|31&5|661&4|97&5;315&4|259&4|539&3|79&5|414&4|71&5|500&5|261&4|878&4|303&4|316&4|484&5|234&4|1204&4|31&5|97&5|604&4|183&3|183&3|31&5|661&4|97&5
740&4|181&4|302&5|286&4|258&5|331&2|277&2|331&2|742&4|277&2|277&2|740&4;13&2|13&2|13&2|283&4|845&2|13&2|283&4|845&2|475&1|13&2;740&4|181&4|302&5|286&4|258&5|331&2|277&2|331&2|742&4|277&2|277&2|740&4|13&2|13&2|13&2|283&4|845&2|13&2|283&4|845&2|475&1|13&2
923&3|300&1|638&4|179&5|638&4|116&4|100&5|275&4|268&4|116&4|213&4|515&4;382&5|381&5|381&5|382&5|381&5|1018&2|1018&2|582&5|1018&2|1214&1;923&3|300&1|638&4|179&5|638&4|116&4|100&5|275&4|268&4|116&4|213&4|515&4|382&5|381&5|381&5|382&5|381&5|1018&2|1018&2|582&5|1018&2|1214&1
659&5|357&5|135&5|675&4|484&5|121&2|99&5|23&5|174&4|609&4|855&4|182&4;497&4|640&3|708&4|66&3|628&4|628&4|949&4|747&4|1639&4|501&4;659&5|357&5|135&5|675&4|484&5|121&2|99&5|23&5|174&4|609&4|855&4|182&4|497&4|640&3|708&4|66&3|628&4|628&4|949&4|747&4|1639&4|501&4
371&4|121&5|1028&5|423&5|97&5|15&5|133&5|1028&5|1014&2|739&5|527&4|1014&2;724&5|319&2|364&4|845&3|66&5|272&5|780&5|401&3|716&5|88&5;371&4|121&5|1028&5|423&5|97&5|15&5|133&5|1028&5|1014&2|739&5|527&4|1014&2|724&5|319&2|364&4|845&3|66&5|272&5|780&5|401&3|716&5|88&5
751&4|346&3|324&3|566&3|302&5|1386&3|272&2|210&5|262&3|947&2|331&3|515&4;92&3|216&3|197&3|526&5|213&3|651&2|549&3|237&3|794&3|173&5;751&4|346&3|324&3|566&3|302&5|1386&3|272&2|210&5|262&3|947&2|331&3|515&4|92&3|216&3|197&3|526&5|213&3|651&2|549&3|237&3|794&3|173&5
969&5|286&4|282&5|24&2|652&2|684&4|173&5|154&4|21&5|161&4|234&5|496&3;403&3|578&5|365&5|63&5|110&3|1053&3|395&4|810&4|783&4|159&1;969&5|286&4|282&5|24&2|652&2|684&4|173&5|154&4|21&5|161&4|234&5|496&3|403&3|578&5|365&5|63&5|110&3|1053&3|395&4|810&4|783&4|159&1
1&4|423&5|203&4|89&4|180&4|70&4|655&4|15&3|99&4|471&4|172&5|121&2;699&4|385&4|289&4|228&4|708&4|102&4|50&4|50&4|69&4|449&2;1&4|423&5|203&4|89&4|180&4|70&4|655&4|15&3|99&4|471&4|172&5|121&2|699&4|385&4|289&4|228&4|708&4|102&4|50&4|50&4|69&4|449&2
682&3|1265&4|294&3|260&4|690&3|875&1|292&3|914&4|342&1|689&1|331&3|877&2;681&2|353&2|902&2|687&1|902&2|1625&4|688&3|355&3|881&2|876&2;682&3|1265&4|294&3|260&4|690&3|875&1|292&3|914&4|342&1|689&1|331&3|877&2|681&2|353&2|902&2|687&1|902&2|1625&4|688&3|355&3|881&2|876&2
153&4|301&3|152&3|13&2|655&4|245&1|28&3|169&2|921&4|249&2|239&3|482&4;418&3|191&4|86&4|419&4|132&5|168&4|1075&4|117&3|201&5|233&3;153&4|301&3|152&3|13&2|655&4|245&1|28&3|169&2|921&4|249&2|239&3|482&4|418&3|191&4|86&4|419&4|132&5|168&4|1075&4|117&3|201&5|233&3
89&5|303&4|127&4|318&5|435&5|530&5|478&5|530&5|514&4|194&5|530&5|514&4;1315&4|1&4|1315&4|50&5|1315&4|50&5|471&3|258&5|471&3|258&5;89&5|303&4|127&4|318&5|435&5|530&5|478&5|530&5|514&4|194&5|530&5|514&4|1315&4|1&4|1315&4|50&5|1315&4|50&5|471&3|258&5|471&3|258&5
294&3|1163&2|596&3|1079&2|756&1|846&2|298&3|1134&1|1382&3|237&4|116&4|240&4;127&5|310&4|269&4|310&4|269&4|515&5|100&5|253&4|1014&4|310&4;294&3|1163&2|596&3|1079&2|756&1|846&2|298&3|1134&1|1382&3|237&4|116&4|240&4|127&5|310&4|269&4|310&4|269&4|515&5|100&5|253&4|1014&4|310&4
25&4|286&3|678&4|243&2|508&4|124&3|319&3|742&4|282&4|319&3|237&4|748&3;117&4|117&4|285&4|285&4|117&4|15&4|285&4|117&4|147&4|285&4;25&4|286&3|678&4|243&2|508&4|124&3|319&3|742&4|282&4|319&3|237&4|748&3|117&4|117&4|285&4|285&4|117&4|15&4|285&4|117&4|147&4|285&4
582&5|82&3|219&3|91&3|173&4|1090&1|654&5|753&4|663&5|89&2|483&5|152&4;462&5|655&4|1075&4|473&5|139&3|946&3|462&5|1113&4|523&3|1404&2;582&5|82&3|219&3|91&3|173&4|1090&1|654&5|753&4|663&5|89&2|483&5|152&4|462&5|655&4|1075&4|473&5|139&3|946&3|462&5|1113&4|523&3|1404&2
751&3|324&1|813&3|751&3|221&4|687&1|813&3|243&1|100&3|687&1|93&4|93&4;1326&3|1354&1|475&5|111&3|473&4|1354&1|473&4|405&2|14&4|14&4;751&3|324&1|813&3|751&3|221&4|687&1|813&3|243&1|100&3|687&1|93&4|93&4|1326&3|1354&1|475&5|111&3|473&4|1354&1|473&4|405&2|14&4|14&4
230&3|300&4|655&5|403&4|187&5|402&5|195&4|114&4|154&4|655&5|257&5|235&3;447&5|88&4|72&3|44&3|15&4|722&4|219&3|751&4|755&3|44&3;230&3|300&4|655&5|403&4|187&5|402&5|195&4|114&4|154&4|655&5|257&5|235&3|447&5|88&4|72&3|44&3|15&4|722&4|219&3|751&4|755&3|44&3
89&4|82&4|630&4|472&4|195&3|313&5|142&3|435&3|420&3|416&3|751&3|485&5;298&4|602&5|946&3|373&4|1016&4|1138&5|1411&1|1615&4|930&5|1016&4;89&4|82&4|630&4|472&4|195&3|313&5|142&3|435&3|420&3|416&3|751&3|485&5|298&4|602&5|946&3|373&4|1016&4|1138&5|1411&1|1615&4|930&5|1016&4
234&2|357&5|461&4|272&5|23&3|1101&3|192&5|487&5|313&3|234&2|504&3|461&4;482&4|69&3|98&4|98&4|962&2|69&3|527&4|69&3|124&5|482&4;234&2|357&5|461&4|272&5|23&3|1101&3|192&5|487&5|313&3|234&2|504&3|461&4|482&4|69&3|98&4|98&4|962&2|69&3|527&4|69&3|124&5|482&4
327&3|289&3|323&2|754&4|690&3|327&3|100&3|678&1|100&3|286&4|1368&4|9&5;515&4|307&3|334&4|334&4|515&4|334&4|127&5|515&4|127&5|127&5;327&3|289&3|323&2|754&4|690&3|327&3|100&3|678&1|100&3|286&4|1368&4|9&5|515&4|307&3|334&4|334&4|515&4|334&4|127&5|515&4|127&5|127&5
96&4|228&3|746&4|55&1|195&4|50&5|173&1|216&4|302&4|228&3|431&2|50&5;156&4|234&4|175&1|100&4|12&4|100&4|234&4|86&4|653&3|657&4;96&4|228&3|746&4|55&1|195&4|50&5|173&1|216&4|302&4|228&3|431&2|50&5|156&4|234&4|175&1|100&4|12&4|100&4|234&4|86&4|653&3|657&4
689&4|286&5|54&4|716&5|40&4|1261&4|1101&5|64&4|879&5|755&1|286&5|93&4;684&4|329&3|269&3|209&4|269&3|338&1|226&3|1170&3|727&5|316&4;689&4|286&5|54&4|716&5|40&4|1261&4|1101&5|64&4|879&5|755&1|286&5|93&4|684&4|329&3|269&3|209&4|269&3|338&1|226&3|1170&3|727&5|316&4
300&4|690&5|242&5|25&4|690&5|311&3|100&4|300&4|310&4|898&5|294&3|302&3;871&1|1028&1|283&4|274&3|1051&3|274&3|871&1|283&4|283&4|871&1;300&4|690&5|242&5|25&4|690&5|311&3|100&4|300&4|310&4|898&5|294&3|302&3|871&1|1028&1|283&4|274&3|1051&3|274&3|871&1|283&4|283&4|871&1
305&4|319&4|269&4|751&2|898&5|937&3|292&5|304&5|340&4|304&5|750&5|898&5;345&4|345&4|301&5|301&5|345&4|301&5|345&4|301&5|270&3|270&3;305&4|319&4|269&4|751&2|898&5|937&3|292&5|304&5|340&4|304&5|750&5|898&5|345&4|345&4|301&5|301&5|345&4|301&5|345&4|301&5|270&3|270&3
413&4|300&3|347&5|5&5|760&5|100&3|895&3|98&5|286&2|349&4|413&4|816&3;436&5|379&4|219&5|569&4|590&4|569&4|219&5|145&4|379&4|219&5;413&4|300&3|347&5|5&5|760&5|100&3|895&3|98&5|286&2|349&4|413&4|816&3|436&5|379&4|219&5|569&4|590&4|569&4|219&5|145&4|379&4|219&5
31&4|1407&3|288&4|720&4|930&2|79&4|496&3|233&4|200&4|22&3|228&3|127&4;295&3|676&3|215&4|295&3|239&3|1218&5|240&3|1218&5|676&3|54&3;31&4|1407&3|288&4|720&4|930&2|79&4|496&3|233&4|200&4|22&3|228&3|127&4|295&3|676&3|215&4|295&3|239&3|1218&5|240&3|1218&5|676&3|54&3
137&3|168&3|313&5|272&4|172&4|651&4|174&4|1167&4|215&2|436&4|568&3|174&4;879&3|855&5|610&1|176&4|420&4|521&4|855&5|610&1|153&2|204&4;137&3|168&3|313&5|272&4|172&4|651&4|174&4|1167&4|215&2|436&4|568&3|174&4|879&3|855&5|610&1|176&4|420&4|521&4|855&5|610&1|153&2|204&4
1089&2|7&5|408&5|169&5|121&3|195&4|15&3|150&5|203&3|15&3|285&5|143&4;24&4|845&4|248&4|274&3|274&3|274&3|274&3|20&4|24&4|845&4;1089&2|7&5|408&5|169&5|121&3|195&4|15&3|150&5|203&3|15&3|285&5|143&4|24&4|845&4|248&4|274&3|274&3|274&3|274&3|20&4|24&4|845&4
191&4|273&5|286&5|11&5|198&5|325&2|186&5|527&5|302&4|302&4|258&3|273&5;23&4|23&4|265&4|265&4|265&4|23&4|1&4|23&4|1&4|23&4;191&4|273&5|286&5|11&5|198&5|325&2|186&5|527&5|302&4|302&4|258&3|273&5|23&4|23&4|265&4|265&4|265&4|23&4|1&4|23&4|1&4|23&4
717&4|974&4|471&4|409&5|235&1|117&4|117&4|826&2|535&5|237&4|15&5|323&4;880&1|335&1|120&4|476&3|750&1|126&5|407&2|330&1|330&1|1280&1;717&4|974&4|471&4|409&5|235&1|117&4|117&4|826&2|535&5|237&4|15&5|323&4|880&1|335&1|120&4|476&3|750&1|126&5|407&2|330&1|330&1|1280&1
23&5|96&4|174&5|91&5|98&5|182&4|1&5|484&5|87&4|519&4|318&5|645&5;1154&5|181&5|83&3|479&4|181&5|176&4|176&4|181&5|181&5|479&4;23&5|96&4|174&5|91&5|98&5|182&4|1&5|484&5|87&4|519&4|318&5|645&5|1154&5|181&5|83&3|479&4|181&5|176&4|176&4|181&5|181&5|479&4
1556&3|566&5|427&4|1141&2|294&1|197&4|508&3|195&3|514&4|87&4|427&4|197&4;216&5|204&3|435&2|163&4|70&3|502&4|70&3|435&2|4&4|238&1;1556&3|566&5|427&4|1141&2|294&1|197&4|508&3|195&3|514&4|87&4|427&4|197&4|216&5|204&3|435&2|163&4|70&3|502&4|70&3|435&2|4&4|238&1
479&4|154&3|1401&4|478&4|608&4|39&4|180&5|236&5|346&3|151&5|182&4|171&4;302&4|174&4|209&5|253&5|313&4|324&5|253&5|98&4|896&4|93&4;479&4|154&3|1401&4|478&4|608&4|39&4|180&5|236&5|346&3|151&5|182&4|171&4|302&4|174&4|209&5|253&5|313&4|324&5|253&5|98&4|896&4|93&4
926&4|109&3|257&4|257&4|243&4|471&4|21&5|15&4|328&4|222&4|926&4|7&3;95&5|95&5|195&5|447&4|225&4|95&5|447&4|509&2|447&4|195&5;926&4|109&3|257&4|257&4|243&4|471&4|21&5|15&4|328&4|222&4|926&4|7&3|95&5|95&5|195&5|447&4|225&4|95&5|447&4|509&2|447&4|195&5
471&4|651&5|268&3|1047&4|363&4|168&5|975&3|204&4|346&4|98&5|173&4|546&4;273&5|421&3|433&4|421&3|4&5|12&5|203&4|92&4|28&3|196&4;471&4|651&5|268&3|1047&4|363&4|168&5|975&3|204&4|346&4|98&5|173&4|546&4|273&5|421&3|433&4|421&3|4&5|12&5|203&4|92&4|28&3|196&4
263&1|227&4|121&4|194&4|94&2|93&5|182&4|143&1|110&1|105&2|72&4|97&3;154&5|270&5|102&2|271&2|125&3|226&3|154&5|138&1|242&5|222&4;263&1|227&4|121&4|194&4|94&2|93&5|182&4|143&1|110&1|105&2|72&4|97&3|154&5|270&5|102&2|271&2|125&3|226&3|154&5|138&1|242&5|222&4
212&4|212&4|660&5|286&5|212&4|582&5|515&4|194&4|523&3|214&3|50&5|181&4;204&4|169&5|357&3|191&4|169&5|204&4|191&4|169&5|357&3|204&4;212&4|212&4|660&5|286&5|212&4|582&5|515&4|194&4|523&3|214&3|50&5|181&4|204&4|169&5|357&3|191&4|169&5|204&4|191&4|169&5|357&3|204&4
919&3|89&4|98&5|517&5|100&5|89&4|98&5|811&4|474&5|61&4|513&5|42&3;24&2|24&2|955&4|1159&3|385&2|1157&1|385&2|1159&3|955&4|1155&2;919&3|89&4|98&5|517&5|100&5|89&4|98&5|811&4|474&5|61&4|513&5|42&3|24&2|24&2|955&4|1159&3|385&2|1157&1|385&2|1159&3|955&4|1155&2
326&1|9&5|283&4|126&4|515&5|294&1|268&1|304&4|9&5|124&4|137&3|988&2;295&4|864&3|222&3|293&4|293&4|224&4|93&4|293&4|222&3|237&4;326&1|9&5|283&4|126&4|515&5|294&1|268&1|304&4|9&5|124&4|137&3|988&2|295&4|864&3|222&3|293&4|293&4|224&4|93&4|293&4|222&3|237&4
429&4|877&3|255&3|620&2|634&4|887&5|22&4|132&3|246&4|937&3|403&4|346&5;746&3|1133&4|155&2|902&4|72&3|712&3|214&3|38&2|231&2|73&3;429&4|877&3|255&3|620&2|634&4|887&5|22&4|132&3|246&4|937&3|403&4|346&5|746&3|1133&4|155&2|902&4|72&3|712&3|214&3|38&2|231&2|73&3
207&4|90&2|101&3|243&2|118&2|168&5|250&4|568&3|183&2|347&3|316&4|204&3;80&1|722&1|449&3|254&1|63&2|80&1|41&1|403&3|1&3|449&3;207&4|90&2|101&3|243&2|118&2|168&5|250&4|568&3|183&2|347&3|316&4|204&3|80&1|722&1|449&3|254&1|63&2|80&1|41&1|403&3|1&3|449&3
137&4|264&2|652&3|508&4|1223&3|727&4|274&3|607&4|237&2|52&4|855&4|965&4;381&3|516&4|998&2|241&3|792&4|387&2|959&2|577&3|72&3|954&3;137&4|264&2|652&3|508&4|1223&3|727&4|274&3|607&4|237&2|52&4|855&4|965&4|381&3|516&4|998&2|241&3|792&4|387&2|959&2|577&3|72&3|954&3
988&3|274&3|151&3|252&2|1051&3|14&4|284&3|288&2|471&3|225&3|282&3|240&2;1278&3|1315&3|1014&4|412&2|829&3|829&3|620&3|1278&3|619&3|1095&3;988&3|274&3|151&3|252&2|1051&3|14&4|284&3|288&2|471&3|225&3|282&3|240&2|1278&3|1315&3|1014&4|412&2|829&3|829&3|620&3|1278&3|619&3|1095&3
173&1|435&5|523&5|47&4|47&4|209&2|321&3|659&5|168&2|514&5|435&5|70&3;163&3|116&5|116&5|163&3|116&5|629&5|163&3|502&2|502&2|25&5;173&1|435&5|523&5|47&4|47&4|209&2|321&3|659&5|168&2|514&5|435&5|70&3|163&3|116&5|116&5|163&3|116&5|629&5|163&3|502&2|502&2|25&5
517&2|57&4|177&3|639&4|517&2|443&3|275&5|275&5|224&5|15&4|211&5|529&5;732&3|72&3|921&5|961&3|762&3|775&3|775&3|411&3|402&3|732&3;517&2|57&4|177&3|639&4|517&2|443&3|275&5|275&5|224&5|15&4|211&5|529&5|732&3|72&3|921&5|961&3|762&3|775&3|775&3|411&3|402&3|732&3
638&4|855&4|919&3|59&3|165&4|60&3|475&4|45&3|1021&3|1021&3|166&4|165&4;531&3|198&4|198&4|509&3|582&3|531&3|198&4|529&4|531&3|582&3;638&4|855&4|919&3|59&3|165&4|60&3|475&4|45&3|1021&3|1021&3|166&4|165&4|531&3|198&4|198&4|509&3|582&3|531&3|198&4|529&4|531&3|582&3
26&3|137&3|627&4|432&3|381&4|88&4|51&4|207&5|462&4|203&3|227&2|391&2;514&2|22&4|1219&1|542&2|200&2|573&1|1206&4|768&1|699&2|1230&1;26&3|137&3|627&4|432&3|381&4|88&4|51&4|207&5|462&4|203&3|227&2|391&2|514&2|22&4|1219&1|542&2|200&2|573&1|1206&4|768&1|699&2|1230&1
693&4|484&5|275&5|969&4|524&5|507&5|410&3|490&3|378&5|217&3|923&5|202&5;510&3|649&4|1518&2|1197&3|418&4|95&3|510&3|346&4|1298&5|824&3;693&4|484&5|275&5|969&4|524&5|507&5|410&3|490&3|378&5|217&3|923&5|202&5|510&3|649&4|1518&2|1197&3|418&4|95&3|510&3|346&4|1298&5|824&3
526&3|1478&4|211&3|200&4|127&3|174&5|527&4|7&4|174&5|9&4|496&5|6&4;408&3|273&3|117&2|13&3|402&3|13&3|2&3|129&4|129&4|1011&3;526&3|1478&4|211&3|200&4|127&3|174&5|527&4|7&4|174&5|9&4|496&5|6&4|408&3|273&3|117&2|13&3|402&3|13&3|2&3|129&4|129&4|1011&3
228&5|31&3|404&4|49&3|746&5|69&5|176&3|474&5|56&3|69&5|2&4|480&5;54&2|227&5|1030&3|84&4|501&3|54&2|501&3|708&3|73&4|720&4;228&5|31&3|404&4|49&3|746&5|69&5|176&3|474&5|56&3|69&5|2&4|480&5|54&2|227&5|1030&3|84&4|501&3|54&2|501&3|708&3|73&4|720&4
87&5|490&4|117&4|196&4|432&4|367&4|372&3|436&4|578&4|480&4|11&1|250&3;380&3|1446&2|1446&2|738&4|1661&1|399&3|737&4|62&4|734&1|214&4;87&5|490&4|117&4|196&4|432&4|367&4|372&3|436&4|578&4|480&4|11&1|250&3|380&3|1446&2|1446&2|738&4|1661&1|399&3|737&4|62&4|734&1|214&4
975&4|1016&3|15&3|107&1|756&4|472&3|815&3|328&4|975&4|111&2|125&4|1016&3;284&4|293&4|284&4|282&5|293&4|273&5|273&5|282&5|273&5|293&4;975&4|1016&3|15&3|107&1|756&4|472&3|815&3|328&4|975&4|111&2|125&4|1016&3|284&4|293&4|284&4|282&5|293&4|273&5|273&5|282&5|273&5|293&4
